Image,url,date_sold,price_in_US,shipping_,title,Text
https://i.ebayimg.com/images/g/~A4AAOSwnvNju4JJ/s-l1200.jpg,https://www.ebay.com/itm/354507055184?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$75.00,$9.40,Case Knife Stag Handle Saddlehorn 52100 SS,''Case Knife Stag Handle Saddlehorn 52100 SSCase Knife Stag Handle Saddlehorn 52100 SS
https://i.ebayimg.com/images/g/FeYAAOSwn~ljsizU/s-l1200.jpg,https://www.ebay.com/itm/234843722566?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$30.00,$3.85,Case 4207SS  2019 White Mini Trapper Tested XX Folding Pocket Knife,''Case 4207SS  2019 White Mini Trapper Tested XX Folding Pocket KnifeCase 4207SS  2019 White Mini Trapper Tested XX Folding Pocket Knife
https://i.ebayimg.com/images/g/yHUAAOSwcI5jmhhL/s-l1200.jpg,https://www.ebay.com/itm/385331178295?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$55.00,$5.00,case knife russlock 2001 Bone V619534,''case knife russlock 2001 Bone V619534case knife russlock 2001 Bone V619534
https://i.ebayimg.com/images/g/BlcAAOSwNEFjryGe/s-l1200.png,https://www.ebay.com/itm/374433740340?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$86.00,$6.00,"VINTAGE 3"" CASE XX 2 BLADE BAREHEAD JACK POCKET KNIFE #62024 1/2 REDBONE","''VINTAGE 3"" CASE XX 2 BLADE BAREHEAD JACK POCKET KNIFE #62024 1/2 REDBONEVINTAGE 3"" CASE XX 2 BLADE BAREHEAD JACK POCKET KNIFE #62024 1/2 REDBONE"
https://i.ebayimg.com/images/g/muwAAOSwX6Bjrx45/s-l1200.png,https://www.ebay.com/itm/374433719463?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$16.50,$6.00,"VINTAGE 3 1/4"" CASE XX 2 BLADE PEANUT POCKET KNIFE #6244 FOR PARTS OR REPAIR","''VINTAGE 3 1/4"" CASE XX 2 BLADE PEANUT POCKET KNIFE #6244 FOR PARTS OR REPAIRVINTAGE 3 1/4"" CASE XX 2 BLADE PEANUT POCKET KNIFE #6244 FOR PARTS OR REPAIR"
https://i.ebayimg.com/images/g/q3sAAOSwMwximTho/s-l1200.jpg,https://www.ebay.com/itm/255907258915?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$89.99,$9.99,"Case 6354GS Folding Pocket Knife, 3 Blade in Original Box","''Case 6354GS Folding Pocket Knife, 3 Blade in Original BoxCase 6354GS Folding Pocket Knife, 3 Blade in Original Box"
https://i.ebayimg.com/images/g/3GgAAOSwO9RjlJbD/s-l1200.jpg,https://www.ebay.com/itm/295439138874?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$177.50,$5.50,Vintage Old  Case XX Stainless USA Knife 5265 SAB SSP 4 Dot Folding Hunter Stag,''Vintage Old  Case XX Stainless USA Knife 5265 SAB SSP 4 Dot Folding Hunter StagVintage Old  Case XX Stainless USA Knife 5265 SAB SSP 4 Dot Folding Hunter Stag
https://i.ebayimg.com/images/g/e0kAAOSwzXNjt2nw/s-l1200.jpg,https://www.ebay.com/itm/266072170097?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$59.00,$5.50,2011 Case 61050 Large Swell Center Jack Knife “Give Me Liberty Or Give Me Death”,''2011 Case 61050 Large Swell Center Jack Knife “Give Me Liberty Or Give Me Death”2011 Case 61050 Large Swell Center Jack Knife “Give Me Liberty Or Give Me Death”
https://i.ebayimg.com/images/g/ILwAAOSw9l5jllFl/s-l1200.jpg,https://www.ebay.com/itm/304757381270?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$139.99,$10.60,CASE XX TESTED 61050 SAB 1990 WR CASE & SONS LARGE COKE BOTTLE KNIFE,''CASE XX TESTED 61050 SAB 1990 WR CASE & SONS LARGE COKE BOTTLE KNIFECASE XX TESTED 61050 SAB 1990 WR CASE & SONS LARGE COKE BOTTLE KNIFE
https://i.ebayimg.com/images/g/AIAAAOSwIsNjsfPF/s-l1200.jpg,https://www.ebay.com/itm/304757327378?nordt=true&orig_cvip=true&rt=nc,"Jan 8, 2023",$72.49,$4.95,Case XX 7 DOT 1973 Mother of Pearl 8261 RARE Cuticle Pen Pocket Knife,''Case XX 7 DOT 1973 Mother of Pearl 8261 RARE Cuticle Pen Pocket KnifeCase XX 7 DOT 1973 Mother of Pearl 8261 RARE Cuticle Pen Pocket Knife
